eBird.English.Name.2022,eBird.English.Name.2023,SOIB.Concern.Status,SOIB.Long.Term.Status,SOIB.Current.Status,SOIB.Range.Status,Breeding.Activity.Period,Non.Breeding.Activity.Period,Diet.Guild,India.Endemic,Subcontinent.Endemic,Himalayas.Endemic,Endemic.Region,Habitat.Specialization,Migratory.Status.Within.India,Essential,Discard,Restricted.Islands,India.Checklist.Common.Name,India.Checklist.Scientific.Name,Onepercent.Estimates
Altai Accentor,Altai Accentor,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,1,NA,NA,Altai Accentor,Prunella himalayana,
Robin Accentor,Robin Accentor,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Alpine & Cold Desert,Resident & Altitudinal Migrant,NA,NA,NA,Robin Accentor,Prunella rubeculoides,
Rufous-breasted Accentor,Rufous-breasted Accentor,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident & Altitudinal Migrant,NA,NA,NA,Rufous-breasted Accentor,Prunella strophiata,
Brown Accentor,Brown Accentor,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Alpine & Cold Desert,Resident & Altitudinal Migrant,NA,NA,NA,Brown Accentor,Prunella fulvescens,
Black-throated Accentor,Black-throated Accentor,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Black-throated Accentor,Prunella atrogularis,
Maroon-backed Accentor,Maroon-backed Accentor,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Maroon-backed Accentor,Prunella immaculata,
House Sparrow,House Sparrow,Low,Stable,Stable,Very Large,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Non-specialized,Resident & Winter Migrant,NA,NA,NA,House Sparrow,Passer domesticus,
Spanish Sparrow,Spanish Sparrow,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Spanish Sparrow,Passer hispaniolensis,
Sind Sparrow,Sind Sparrow,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Plant & Seed,No,Yes,No,Indus Plains,Open Habitat,Resident,NA,NA,NA,Sind Sparrow,Passer pyrrhonotus,
Russet Sparrow,Russet Sparrow,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Non-specialized,Resident & Altitudinal Migrant,NA,NA,NA,Russet Sparrow,Passer cinnamomeus,
Eurasian Tree Sparrow,Eurasian Tree Sparrow,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Eurasian Tree Sparrow,Passer montanus,
Yellow-throated Sparrow,Yellow-throated Sparrow,Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest & Plantation,Resident,NA,NA,NA,Yellow-throated Sparrow,Gymnoris xanthocollis,
Rock Sparrow,Rock Sparrow,NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Rock Sparrow,Petronia petronia,
Pale Rockfinch,Pale Rockfinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,1,NA,Pale Rockfinch,Carpospiza brachydactyla,
Black-winged Snowfinch,Black-winged Snowfinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Resident,1,NA,NA,Black-winged Snowfinch,Montifringilla adamsi,
White-rumped Snowfinch,White-rumped Snowfinch,NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Alpine & Cold Desert,Resident,NA,1,NA,White-rumped Snowfinch,Onychostruthus taczanowskii,
Rufous-necked Snowfinch,Rufous-necked Snowfinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Resident,NA,NA,NA,Rufous-necked Snowfinch,Pyrgilauda ruficollis,
Blanford's Snowfinch,Blanford's Snowfinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Resident,NA,NA,NA,Blanford's Snowfinch,Pyrgilauda blanfordi,
Forest Wagtail,Forest Wagtail,High,Strong Decline,Strong Decline,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,1,NA,NA,Forest Wagtail,Dendronanthus indicus,
Gray Wagtail,Gray Wagtail,Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Grey Wagtail,Motacilla cinerea,
Western Yellow Wagtail,Western Yellow Wagtail,Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Western Yellow Wagtail,Motacilla flava,
Eastern Yellow Wagtail,Eastern Yellow Wagtail,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Eastern Yellow Wagtail,Motacilla tschutschensis,
Citrine Wagtail,Citrine Wagtail,Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Citrine Wagtail,Motacilla citreola,
White-browed Wagtail,White-browed Wagtail,Moderate,Moderate Decline,Strong Decline,Very Large,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Non-specialized,Resident,NA,NA,NA,White-browed Wagtail,Motacilla maderaspatensis,
White Wagtail,White Wagtail,Moderate,Moderate Decline,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Within-India Migrant & Winter Migrant,NA,NA,NA,White Wagtail,Motacilla alba,
Richard's Pipit,Richard's Pipit,Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Richard's Pipit,Anthus richardi,
Paddyfield Pipit,Paddyfield Pipit,Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Resident,NA,NA,NA,Paddyfield Pipit,Anthus rufulus,
Long-billed Pipit,Long-billed Pipit,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Resident & Winter Migrant,NA,NA,NA,Long-billed Pipit,Anthus similis,
Blyth's Pipit,Blyth's Pipit,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Blyth's Pipit,Anthus godlewskii,
Tawny Pipit,Tawny Pipit,Moderate,Moderate Decline,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Tawny Pipit,Anthus campestris,
Nilgiri Pipit,Nilgiri Pipit,High,Uncertain,Strong Decline,Restricted,Diurnal,Diurnal,Invertebrate,Yes,Yes,No,Western Ghats,Grassland,Resident,NA,NA,NA,Nilgiri Pipit,Anthus nilghiriensis,
Upland Pipit,Upland Pipit,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Resident & Altitudinal Migrant,1,NA,NA,Upland Pipit,Anthus sylvanus,
Meadow Pipit,Meadow Pipit,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Uncertain,NA,NA,NA,Meadow Pipit,Anthus pratensis,
Rosy Pipit,Rosy Pipit,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Within-India Migrant & Winter Migrant,NA,NA,NA,Rosy Pipit,Anthus roseatus,
Tree Pipit,Tree Pipit,Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant,NA,NA,NA,Tree Pipit,Anthus trivialis,
Olive-backed Pipit,Olive-backed Pipit,Moderate,Moderate Decline,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Within-India Migrant & Winter Migrant,NA,NA,NA,Olive-backed Pipit,Anthus hodgsoni,
Red-throated Pipit,Red-throated Pipit,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Passage Migrant & Localized Winter Migrant,NA,NA,NA,Red-throated Pipit,Anthus cervinus,
Water Pipit,Water Pipit,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Water Pipit,Anthus spinoletta,
American Pipit,American Pipit,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Buff-bellied Pipit,Anthus rubescens,
Common Chaffinch,Common Chaffinch,NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Common Chaffinch,Fringilla coelebs,
Brambling,Brambling,NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Brambling,Fringilla montifringilla,
Black-and-yellow Grosbeak,Black-and-yellow Grosbeak,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Plant & Seed,No,No,Yes,Western Himalayas,Forest,Resident,NA,NA,NA,Black-and-yellow Grosbeak,Mycerobas icterioides,
Collared Grosbeak,Collared Grosbeak,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Forest,Resident,1,NA,NA,Collared Grosbeak,Mycerobas affinis,
Spot-winged Grosbeak,Spot-winged Grosbeak,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Forest,Resident,NA,NA,NA,Spot-winged Grosbeak,Mycerobas melanozanthos,
White-winged Grosbeak,White-winged Grosbeak,NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest,Resident,NA,NA,NA,White-winged Grosbeak,Mycerobas carnipes,
Hawfinch,Hawfinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Forest & Plantation,Uncertain,NA,1,NA,Hawfinch,Coccothraustes coccothraustes,
Common Rosefinch,Common Rosefinch,Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Non-specialized,Winter Migrant & Localized Summer Migrant,1,NA,NA,Common Rosefinch,Carpodacus erythrinus,
Scarlet Finch,Scarlet Finch,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Scarlet Finch,Carpodacus sipahi,
Blyth's Rosefinch,Blyth's Rosefinch,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Plant & Seed,No,No,Yes,Himalayas,Non-specialized,Resident & Altitudinal Migrant,NA,NA,NA,Blyth's Rosefinch,Carpodacus grandis,
Himalayan Beautiful Rosefinch,Himalayan Beautiful Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Non-specialized,Resident,1,NA,NA,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,
Pink-rumped Rosefinch,Pink-rumped Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Pink-rumped Rosefinch,Carpodacus waltoni,
Dark-rumped Rosefinch,Dark-rumped Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,1,NA,NA,Dark-rumped Rosefinch,Carpodacus edwardsii,
Pink-browed Rosefinch,Pink-browed Rosefinch,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,Yes,Himalayas,Non-specialized,Resident & Altitudinal Migrant,NA,NA,NA,Pink-browed Rosefinch,Carpodacus rodochroa,
Spot-winged Rosefinch,Spot-winged Rosefinch,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Plant & Seed,No,No,Yes,Himalayas,Non-specialized,Altitudinal Migrant,NA,NA,NA,Spot-winged Rosefinch,Carpodacus rodopeplus,
Vinaceous Rosefinch,Vinaceous Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Non-specialized,Winter Migrant,NA,1,NA,Vinaceous Rosefinch,Carpodacus vinaceus,
Pale Rosefinch,Pale Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Resident,NA,1,NA,Pale Rosefinch,Carpodacus stoliczkae,
Sillem's Rosefinch,Sillem's Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Uncertain,NA,1,NA,Sillem's Rosefinch,Carpodacus sillemi,
Streaked Rosefinch,Streaked Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Resident & Altitudinal Migrant,NA,NA,NA,Streaked Rosefinch,Carpodacus rubicilloides,
Great Rosefinch,Great Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Resident,NA,NA,NA,Great Rosefinch,Carpodacus rubicilla,
Red-fronted Rosefinch,Red-fronted Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Resident & Altitudinal Migrant,NA,NA,NA,Red-fronted Rosefinch,Carpodacus puniceus,
Crimson-browed Finch,Crimson-browed Finch,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,1,NA,NA,Crimson-browed Finch,Carpodacus subhimachalus,
Three-banded Rosefinch,Three-banded Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Forest,Uncertain,NA,1,NA,Three-banded Rosefinch,Carpodacus trifasciatus,
Himalayan White-browed Rosefinch,Himalayan White-browed Rosefinch,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Plant & Seed,No,No,Yes,Himalayas,Forest,Resident,NA,NA,NA,Himalayan White-browed Rosefinch,Carpodacus thura,
Chinese White-browed Rosefinch,Chinese White-browed Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Chinese White-browed Rosefinch,Carpodacus dubius,
Brown Bullfinch,Brown Bullfinch,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,1,NA,NA,Brown Bullfinch,Pyrrhula nipalensis,
Orange Bullfinch,Orange Bullfinch,Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Plant & Seed,No,Yes,Yes,Western Himalayas,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Orange Bullfinch,Pyrrhula aurantiaca,
Red-headed Bullfinch,Red-headed Bullfinch,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Plant & Seed,No,No,Yes,Himalayas,Forest,Resident,NA,NA,NA,Red-headed Bullfinch,Pyrrhula erythrocephala,
Gray-headed Bullfinch,Gray-headed Bullfinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Forest,Resident,NA,NA,NA,Grey-headed Bullfinch,Pyrrhula erythaca,
Crimson-winged Finch,Crimson-winged Finch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Uncertain,NA,1,NA,Crimson-winged Finch,Rhodopechys sanguineus,
Trumpeter Finch,Trumpeter Finch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Grassland & Scrub,Winter Migrant,NA,NA,NA,Trumpeter Finch,Bucanetes githagineus,
Mongolian Finch,Mongolian Finch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Resident,NA,NA,NA,Mongolian Finch,Bucanetes mongolicus,
Blanford's Rosefinch,Blanford's Rosefinch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Blanford's Rosefinch,Agraphospiza rubescens,
Gold-naped Finch,Gold-naped Finch,Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Plant & Seed,No,No,Yes,Himalayas,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Gold-naped Finch,Pyrrhoplectes epauletta,
Spectacled Finch,Spectacled Finch,Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Plant & Seed,No,No,Yes,Western Himalayas,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Spectacled Finch,Callacanthis burtoni,
Dark-breasted Rosefinch,Dark-breasted Rosefinch,Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Dark-breasted Rosefinch,Procarduelis nipalensis,
Plain Mountain Finch,Plain Mountain Finch,Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Resident & Altitudinal Migrant,NA,NA,NA,Plain Mountain Finch,Leucosticte nemoricola,
Black-headed Mountain Finch,Black-headed Mountain Finch,NA,NA,NA,NA,Diurnal,Diurnal,Plant & Seed,No,No,No,Non-endemic,Alpine & Cold Desert,Resident & Altitudinal Migrant,1,NA,NA,Brandt's Mountain Finch,Leucosticte brandti,
